Author_name,#Followers,Author Following,Account Created,Verified,Location,Tweet,Length,Likes,Language,Retweets,Time
ModiLeDubega_,419,300,19-02-21 3:55,FALSE,नक़ली विश्वगुरु,@Ali_Champarni @amazon @amazonIN @AmazonHelp @JeffBezos Take the problem into cognizance,"[56, 88]",1,en,1,19-04-21 6:55
prashant2witts,10,139,19-01-16 17:46,FALSE,Ahmedabad,"RT @TecnoMobileInd: The all new #SPARK7 comes with a large 16.55 cm display, to make your entertainment even bigger and better!
  
What are…","[0, 140]",0,en,1,19-04-21 6:55
Khushi24727657,103,1239,31-12-18 6:20,FALSE,india,"Pharma Science Anti Piles Long Relief Ayurvedic Medicine for Piles Powder, ... https://t.co/kMlnJmNEVk via @amazonIN 

#piles_medicine #Piles_medicine_Ayurveda #herbal_medicine #piles_care #bawasir_medicine https://t.co/DnZ2uMkD8b","[0, 206]",0,en,0,19-04-21 6:54
YogeshS34191809,33,24,01-08-19 9:00,FALSE,,"RT @IqooInd: The ultimate duo is here!

The Dual Chipset in iQOO 7 - Dual Chip Monster with with Qualcomm Snapdragon 870 + Intelligent Disp…","[0, 140]",0,en,37,19-04-21 6:54
singhprerna11,3,5,14-04-20 12:26,FALSE,"Noida, India",@AmazonHelp @amazonIN Can someone please help me out ?,"[22, 54]",0,en,0,19-04-21 6:54
menswear_bot,598,51,25-11-19 15:47,FALSE,worldwide,"RT @Euro_Fashions: Maxx Brief - The Comfortable Wear for Daily Life, Sports, Work, Outdoor.
Shop @ https://t.co/p7ngzCf2rI
And @amazonIN :…","[0, 139]",0,en,1,19-04-21 6:53
ChhetriVivek,276,256,28-09-11 9:12,FALSE,India,"RT gizbot ""Amazon quiz contest answers for April 19, 2021 @amazonIN https://t.co/TJPsCCgYTf via @gizbot""","[0, 104]",0,en,0,19-04-21 6:53
justlikeArijit,15,114,29-03-16 1:11,FALSE,"Kolkata, India",Where do I buy  RCB’s away jersey @RCBTweets ? I ordered from @amazonIN the quality and the size was an issue,"[0, 109]",0,en,0,19-04-21 6:53
goel_aseem,9,71,20-12-15 7:25,FALSE,,"@PypAyurved @amazonIN @MoHFW_INDIA at these tough times when people want immunity booster kits to fight covid 19, enterprises like these are selling products 4 times the MRP, immediate action required https://t.co/2Abi6MfVR6","[0, 200]",0,en,0,19-04-21 6:53
ModiLeDubega_,419,300,19-02-21 3:55,FALSE,नक़ली विश्वगुरु,"RT @Ali_Champarni: I did order a product by https://t.co/sEOWYrc6RQ,
But Product got delivered without deliver to me

@amazon 
@amazonIN 
@…","[0, 140]",0,en,3,19-04-21 6:53
ModiLeDubega_,419,300,19-02-21 3:55,FALSE,नक़ली विश्वगुरु,"@amazonIN @AmazonHelp 
Let the problem be resolved. https://t.co/p5S27z9OJD","[0, 51]",1,en,1,19-04-21 6:53
sahana_STPIB,49,6,09-06-17 5:53,FALSE,,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,19-04-21 6:52
NeesaUl,0,2,27-03-20 11:02,FALSE,"Srinagar, India",@amazonIN Here is a screenshot of my complaint that I have lodged with your customer care regarding faulty product.UR customer care has already investigated into the issue&amp;unilaterally declared the product as genuine without considering facts on ground.Kindly redress my grievance https://t.co/fVOc9zVrbE,"[0, 284]",0,en,0,19-04-21 6:52
pankaj19Patole,5,29,12-10-19 3:45,FALSE,,"#iQOO7Legend5GAmazonQuiz
@amazonIN https://t.co/nq5skWTcHA","[0, 34]",0,und,0,19-04-21 6:51
KureshiTaj,0,0,19-04-21 6:39,FALSE,,@iq00ind@amazonIn#iQ007series https://t.co/TTpXCzb5Qm,"[0, 29]",0,es,0,19-04-21 6:51
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden","RT @S_h_a_n_a_y_a_a: @amazon @amazonIN @amazonHelp ,While playing the CD, I wasn't able to play few track upon checking on laptop, for that…","[0, 140]",0,en,1,19-04-21 6:51
Fightforbadser1,320,26,20-11-19 13:49,FALSE,"New Delhi, India",RT @MohitOct: @amazonIN @AmazonHelp @JeffBezos My order delay 2 days It's arrive at 16 April but today is 19 April I didn't get my order. W…,"[0, 140]",0,en,2,19-04-21 6:50
Fightforbadser1,320,26,20-11-19 13:49,FALSE,"New Delhi, India","RT @SagarMavani_: I had ordered this for my friend. See, what he got. Only spoons. This is highly unprofessional and not expected from @ama…","[0, 140]",0,en,3,19-04-21 6:50
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden",RT @Ashi73271059: @amazonIN @AmazonHelp I WANT TO RETURN THIS PRODUCT. BUT NO ONE IS COMING TO PICK IT UP. I DON'T KNOW WHAT IS THE ISSUE.…,"[0, 139]",0,en,1,19-04-21 6:50
RumanaNazarali,19611,917,04-03-10 17:57,FALSE,Bangalore,"It shows same day delivery on @amazonIN if ordered in 30mins and if I do, delivery is after 4 days 🤣🤣🤣🤣🤣","[0, 104]",0,en,0,19-04-21 6:50
RahulAhir_,11,185,31-12-18 4:12,FALSE,"Ahmadabad City, India","@amazonIN This not my solutions.  
I need my refund","[10, 51]",0,en,0,19-04-21 6:49
anirudha_kolay,40,206,14-12-17 15:44,FALSE,,"@IqooInd @amazonIN @dipeshgaikar23 Bhai ye dek
Vivo me Kamal kiya","[19, 65]",1,hi,0,19-04-21 6:49
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden","RT @MohitOct: I didn't get any call from Amazon and their shows delivery attempted ? 
I filled many form I complain about it many times but…","[0, 140]",0,en,1,19-04-21 6:49
PjKeerthana,254,604,11-04-13 13:07,FALSE,"Chennai, India","@amazonIN hello amazon, trying to sign in!! Since i hv used amazon when i was in US, i m nt able to sign in.. because u r sending notification to the US number. How to change the phone number? Calling customer service. But its of no use! Pls guide me","[0, 250]",0,en,0,19-04-21 6:48
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden",RT @FILDELHI: @amazonIN @AmazonHelp I have made a payment of Rs. 5900 through Amazon UPI. Payment status is showing successful but it is no…,"[0, 140]",0,en,1,19-04-21 6:47
NehaTulsiyan4,2,8,13-06-19 5:49,FALSE,,RT @djmahendran: Everybody out thr don't ever but from Myntra @myntra. They r fraud. Sending damaged goods &amp; while return pickup they blame…,"[0, 144]",0,en,1,19-04-21 6:47
NehaTulsiyan4,2,8,13-06-19 5:49,FALSE,,@djmahendran @myntra @amazonIN @Flipkart #Banmyntra,"[41, 51]",0,und,0,19-04-21 6:46
NehaTulsiyan4,2,8,13-06-19 5:49,FALSE,,RT @djmahendran: @myntra Everybody out thr don't ever but from Myntra @myntra. They r fraud. Sending damaged goods &amp; while return pickup th…,"[0, 144]",0,en,1,19-04-21 6:46
VIKRAMSINGLA2,70,1114,05-05-12 11:40,FALSE,"Budhlada, India",First time did mistake of ordering directly from @OnePlus_IN @oneplus  instead of @amazonIN .I clearly filled GSTIN details for GSTIN bill but they are resorting to malpractices by saying that they didn't get GSTIN details and that's why they didn't cut GSTIN bill. Fraud!!,"[0, 273]",0,en,0,19-04-21 6:46
I_mSarathKTS,0,26,18-10-20 15:16,FALSE,,"#IQOO7series 
Speed up your tracks with the all 🆕 7
Fuel up in just 22 with an 888 powered engine..
@IqooInd  
Get it from @amazonIN https://t.co/Z0MGyHu07l","[0, 132]",0,en,0,19-04-21 6:46
sunilsao96,2,60,05-02-14 6:12,FALSE,"Raigarh, India",@IqooInd @amazonIN Waiting for iqoo legend,"[19, 42]",0,en,0,19-04-21 6:46
Abhi_S1989,16,51,19-04-13 19:28,FALSE,"Pune, Maharashtra","@ICICIBank_Care Kab? Muhurat nikalwau!!!!
@RBI @amazonIN","[16, 56]",0,da,0,19-04-21 6:46
kp6652,56,463,18-09-10 22:58,FALSE,उत्तरी गोलार्ध,@amazon @amazonIN मैंने “कृष्ण की आत्मकथा वॉल्यूम ।” मंगाई थी और मुझे भेजा गया है कोई रद्दी किताब (जिसे नीचे देख सकते हो)seller “kashiv enterprises” द्वारा https://t.co/Zg5zi7M6oj,"[0, 155]",0,hi,0,19-04-21 6:45
Indian_Retailer,3960,1441,08-09-10 9:30,FALSE,"New Delhi, India","Under this new fund, the e-commerce giant intends to help inspire more SMBs to be able to build brand new businesses.

@amazon @amazonIN #Ecommerce #SMEs

https://t.co/fOyeVzkPQ9","[0, 178]",0,en,0,19-04-21 6:45
974dc6d2748b434,20,168,31-08-14 12:49,FALSE,,"#IWonOnAmason
Thank u so much @amazonIN #Amazon #AmazonQuiz #WheelOfFortune thank u so much i am very happy that i am  first time I won on games #Amazon https://t.co/JGl7VzHZvG","[0, 152]",2,en,0,19-04-21 6:45
Ni3iN_D28,255,619,19-03-13 8:58,FALSE,Ahmednagar (Maharashtra),"@IqooInd @amazonIN @IqooInd Excited To Witness Flagship Redefining Experience With All New #IQOO7series 𝗠𝗿. 𝟯𝟲𝟬😊👍

 @TechnicalGuruji #TGFamily 🎊 https://t.co/yWPdRDdyna","[19, 168]",0,en,0,19-04-21 6:44
Ni3iN_D28,255,619,19-03-13 8:58,FALSE,Ahmednagar (Maharashtra),"RT @IqooInd: The ultimate duo is here!

The Dual Chipset in iQOO 7 - Dual Chip Monster with with Qualcomm Snapdragon 870 + Intelligent Disp…","[0, 140]",0,en,37,19-04-21 6:44
Khushi24727657,103,1239,31-12-18 6:20,FALSE,india,"Pharma Science Muscle Mass and Weight Gainer Supplement Powder Pharma Scien... https://t.co/uGgqcXmXIi via @amazonIN 

#weightgainer #muscle_gainer #protein_powder #ashwagandha #safed_musli #ayurveda #weight_increase https://t.co/xAgjcD4osQ","[0, 216]",0,en,0,19-04-21 6:43
Euro_Fashions,1215,409,10-10-12 4:17,FALSE,"Kolkata, India","Maxx Brief - The Comfortable Wear for Daily Life, Sports, Work, Outdoor.
Shop @ https://t.co/p7ngzCf2rI
And @amazonIN : https://t.co/WgKGBq6CfF
Also @Flipkart : https://t.co/283xVoqMj3
#vest #brief #trunk #trunks #underwear #men #menswear https://t.co/Qvr9IAuCSx","[0, 238]",0,en,1,19-04-21 6:42
bijoshpv,102,687,01-05-16 15:46,FALSE,"Cochin, India","@AmazonHelp It was not a request to reinstate rather a feedback,so that you are aware of the service provided by @EcomExpress_Ofc @ecom_express .Would you believe ! ,first order was placed on 13,March on @amazonIN and till today,I don’t have the product?It’s no joke...","[12, 269]",0,en,0,19-04-21 6:41
NeerVaishnav,77,580,09-02-13 5:02,FALSE,Kota ,RT @NeerVaishnav: @amazonIN @rssharma3 @Chetankrishna I do not know how much time it will take for you to solve my problem. But because of…,"[0, 139]",0,en,1,19-04-21 6:40
badan_borah,25,33,04-05-16 9:34,FALSE,,RT @Omkar_Raii: Announcement of $250 million #SmbhavVentureFund @AmazonIN for investing in #startups &amp; entrepreneurs focused on technology…,"[0, 143]",0,en,131,19-04-21 6:40
Prakash_singh78,4319,3411,06-11-11 6:55,FALSE,"नई दिल्ली, भारत",@kapsology @amazonIN और सस्ता हो गया अब तो ..धिक्कार है अमेज़न पर जो ऐसे लालचियों से व्यापारिक संबंध रखता है। यही मास्क 100 के 4 बिकते थे कुछ दिनों पहले और अब 1348 के 4 बेचने में लगे हैं। https://t.co/C9Iyxdj2KD,"[21, 187]",0,hi,0,19-04-21 6:40
Khushi24727657,103,1239,31-12-18 6:20,FALSE,india,"Pharma Science Naturals Aloe Vera Healthy Juice 500ml | Rich in Fiber | Boo... https://t.co/lHwNgbwOB6 via @amazonIN 
#alerova_juice #aloe_vera_detox #aloe_vera_juice_organic
#aloe_vera_drinking #real_juice #Weight_loss #hairLoss #SkinCare https://t.co/b5frvenk4U","[0, 239]",0,en,0,19-04-21 6:37
Stellaris_VP,2861,71,28-01-17 10:02,FALSE,India,"Up next on #D2CDialogues, we'll be discussing how to take your brand global from India. We'll be joined by Manish Chowdhary, co-founder, @WOWSkinScience, and @sinfulstar, Brand Program Lead, @amazonIN Global Selling.
Register: https://t.co/zk5UP0RFsH https://t.co/BFNMtR6V8N","[0, 250]",6,en,0,19-04-21 6:37
Chandler_Offl,334,566,09-12-11 3:59,FALSE,"Chennai, India",@AmazonHelp I have shared my details and it's been 5 days and my issue neither fixed not received any response from your end. What's going on @PrimeVideoIN @amazonIN @AmazonHelp,"[12, 177]",0,en,0,19-04-21 6:37
FarhanA45969714,3,24,19-11-20 10:13,FALSE,,"@IqooInd, @amazonIN #iQOO7Series this is the best phone with best gaming experience 😍😍😍 https://t.co/CajENuHRqH","[0, 87]",1,en,0,19-04-21 6:35
NeerVaishnav,77,580,09-02-13 5:02,FALSE,Kota ,"@amazonIN @rssharma3 @Chetankrishna I do not know how much time it will take for you to solve my problem. But because of you I am having a lot of trouble and I have also become very upset. Therefore, you are requested to tell me the right time whether my problem will be away from you or not","[36, 291]",1,en,1,19-04-21 6:35
rajashish832,5,23,12-08-15 10:16,FALSE,लक्ष्मी चौक (पश्चिम मुजफ्फरपुर,"@amazonIN @AmazonHelp 
My Account is Block And I am not Able to see my order Product that was delivered on 17.04.2021 now I want to return that Product But in my order I can't Able to see that product please help me out https://t.co/q7biPKwTWL","[0, 219]",0,en,0,19-04-21 6:34
Bhavyamodha_365,2,73,30-10-19 10:19,FALSE,,"@IqooInd,@amazonIN,#IQOO7series https://t.co/svIw0SYu43","[0, 31]",1,und,0,19-04-21 6:32
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden",RT @MohitOct: @amazonIN @AmazonHelp @JeffBezos My order delay 2 days It's arrive at 16 April but today is 19 April I didn't get my order. W…,"[0, 140]",0,en,2,19-04-21 6:32
gizbot,24711,699,31-10-11 12:00,TRUE,,"Amazon quiz contest answers for April 19, 2021 @amazonIN https://t.co/PFVJ7QWgZc via @gizbot","[0, 92]",2,en,0,19-04-21 6:30
AlickRumao,7,135,21-12-19 4:19,FALSE,"New Delhi, India","Dear Amazon, oximeters are important device during pandemic. They're selling thrice of their price by retailers on Amazon. You are the leader, please take action against such retailers/ Hoarders. This is time for price hygiene, Humble Request.
@JeffBezos @amazonIN","[0, 264]",0,en,0,19-04-21 6:30
Arun_Balaji_AR,194,818,15-12-09 12:49,FALSE,"Chennai, India","#OnePlus9seriesAmazonQuiz
@amazonIN @OnePlus_IN https://t.co/xkkzppYY3k","[0, 47]",0,und,0,19-04-21 6:30
TecnoMobileInd,26963,26,23-03-17 9:20,TRUE,,"The all new #SPARK7 comes with a large 16.55 cm display, to make your entertainment even bigger and better!
  
What are waiting for? Get it now!

Available at price starting just ₹7499 on @amazonIN !

Check it out now: https://t.co/onCXpntOxB

#TECNO #TECNOMOBILEINDIA #SPARKUP https://t.co/HMAMXfHjLU","[0, 277]",6,en,1,19-04-21 6:30
Raman82010128,4,3,18-04-21 12:33,FALSE,,"RT @OffersGuru_co: R.S.Khurmi ENGINEERING TEXTBOOKS (Paperback) on @amazonIN 😷😷😷📚

To BUY : https://t.co/lS5PXMZmpf

#StudentsBoycottOfflin…","[0, 140]",0,en,1,19-04-21 6:29
kedarmehendale,823,1821,04-09-07 8:50,FALSE,"ï¿½T: 19.05363,72.895094",@shesturningblue @amazonIN No no. See this. Pack@of 100 https://t.co/hs7stQck08,"[27, 55]",0,en,0,19-04-21 6:29
ShieldVoC,17698,98,08-06-19 15:40,FALSE,"Stockholm, Sweden",RT @Jagdish01442453: Seriously pathetic service Amazon you cheat people. Worst customer centric company ever @JeffBezos @AmazonHelp @amazon…,"[0, 140]",0,en,1,19-04-21 6:29
OffersGuru_co,130,2924,26-02-21 11:28,FALSE,INDIA,"R.S.Khurmi ENGINEERING TEXTBOOKS (Paperback) on @amazonIN 😷😷😷📚

To BUY : https://t.co/lS5PXMZmpf

#StudentsBoycottOfflineExams #StudentLivesMatter #IndiaFightsCorona #COVID19India #COVIDIOTS #bibliophile #author #mechanicalengineering #CivilEngineering #engineer #books 📚📚📚","[0, 273]",1,en,1,19-04-21 6:29
RupaKnitwear,7342,554,03-09-10 6:54,FALSE,India,"Looking for Comfort, Style &amp; Uniqueness for Kids ? then Look only for Frontline.
Shop HUNK Drawer @ https://t.co/CR4VksBdcJ
Also shop @Flipkart : https://t.co/AasTNSLnMI
And @amazonIN : https://t.co/n2MPWCMscr
#vests #briefs #trunks #innerwear #kid https://t.co/xJZQvlnLGu","[0, 252]",1,en,1,19-04-21 6:28
shesturningblue,1409,1144,21-02-08 9:30,FALSE,,@kedarmehendale @amazonIN Only Amazon brand.. and not others. A pack of 50 may not be the wisest buy.,"[26, 101]",0,en,0,19-04-21 6:27
kedarmehendale,823,1821,04-09-07 8:50,FALSE,"ï¿½T: 19.05363,72.895094",@shesturningblue @amazonIN They are available. You won’t get the fancy ones. But surgical masks are available. https://t.co/1r9FVupxbo,"[27, 110]",0,en,0,19-04-21 6:26
ShopClues,77990,283,14-07-11 6:00,TRUE,India,"@mesanjeevhoon @amazonIN @Flipkart Yes, you can go ahead and place the order on shopclues as we are still delivering products to our customers keeping in mind the regional restrictions.","[35, 185]",0,en,0,19-04-21 6:25
Khushi24727657,103,1239,31-12-18 6:20,FALSE,india,"Pharma Science Aloe Vera Juice with Rich Fiber, All-Rounder Tonic for Skin ... https://t.co/admi2eiFxp via @amazonIN 
#alerova_juice #aloe_vera_detox #aloe_vera_juice_organic
#aloe_vera_drinking #real_juice #Weight_loss #hairLoss #skincare https://t.co/ibgXHE7jBQ","[0, 239]",0,en,0,19-04-21 6:24
ErAmitKatiyar,1,119,11-04-20 14:17,FALSE,"Jodhpur, Rajasthan","Sir @Cleartrip @amazonIN
From last one month, I have been filed lot of complaints regarding the refund of my tickets whose PNRs are C9PYGM and NY6SWP. But can't get any refund from your side till now. This is not a big issue so why is it still taking so long? 
@DGCAIndia","[0, 271]",0,en,0,19-04-21 6:24
SagarGediya16,3,2,24-02-21 13:33,FALSE,,"and i want refund at any cost plz help me out from this problem 

Order Date 01-04-2021
Order Id 406-7866183-1417942

@amazon @amazonIN @AmazonHelp @JeffBezos","[0, 158]",0,en,0,19-04-21 6:23
Arun_Balaji_AR,194,818,15-12-09 12:49,FALSE,"Chennai, India",I played this interesting Quiz on Amazon-Play games at Amazon FunZone @amazonIN @AmazonAlexaIN https://t.co/RAAoFS3qMI,"[0, 118]",0,en,0,19-04-21 6:22
AukatMeRah,100,29,05-05-20 7:54,FALSE,,"RT @kapsology: For @amazonIN sellers, every tragedy is an opportunity. https://t.co/ruSm29qHNC","[0, 94]",0,en,210,19-04-21 6:22
bijoshpv,102,687,01-05-16 15:46,FALSE,"Cochin, India","@amazonIN Useless service from @EcomExpress_Ofc @ecom_express .Twice ordered &amp; cancelled due to delivery delay. T/ID-2032432042 -Pkg arrived on 26,Mar and delivery on 5,Apr.”Delay delivery on cust. request” - Clear lie.T/ID -2033131437(2nd).#EcomExpress #Amazon #Kerala #Kochi https://t.co/GWIDr4mvNe","[0, 280]",0,en,0,19-04-21 6:21
ankurgada,27,59,01-05-11 8:51,FALSE,Mumbai,"RT @pranjalipatil: I had purchased a product on @amazonIN on a no cost emi.
@AxisBank has charged me entire amount in my CC bill. I spoke t…","[0, 140]",0,en,1,19-04-21 6:20
shesturningblue,1409,1144,21-02-08 9:30,FALSE,,"Hi @amazonIN, ironically masks are not deliverable on your platform in #Mumbai. Most essential! Please fix.","[0, 107]",0,en,0,19-04-21 6:20
